Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Cocić, Dijana",57205595992,3,"Psychology
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
",,
"Cockerton, Luke",57766537800,1,"Environmental Science
",,
"Cockton, Gilbert",6602601498,70,"Computer Science
Social Sciences
Engineering
Mathematics
Psychology
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
",0000-0003-3689-1768,
"Coe, Dorothy",57190572004,3,"Medicine
",,
"Coetsee, W. J.",55650112200,1,"Social Sciences
Engineering
Medicine
",,
"Coey, James",57204474166,5,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Cohen, Sarah",57212380120,3,"Social Sciences
",,
"Colbourne, Jane",57197252670,2,"Arts and Humanities
Environmental Science
Chemical Engineering
",,
"Cole, Andrea",55814488800,1,"Social Sciences
",,
"Cole, D.",7402514994,1,"Environmental Science
",,
"Cole, Dominic",57612261800,1,"Engineering
Social Sciences
",,
"Cole, Sophie",58104449600,1,"Social Sciences
",,
"Coleman, Martin",57404723800,2,"Medicine
Computer Science
Engineering
Health Professions
",,
"Coleman-Fountain, Edmund",55649637800,21,"Social Sciences
Arts and Humanities
Medicine
Health Professions
Business, Management and Accounting
Economics, Econometrics and Finance
Biochemistry, Genetics and Molecular Biology
",0000-0003-1622-7026,
"Colin, Allen",56329375100,1,"Medicine
Health Professions
",,
"Collard, Helen",58080680500,1,"Mathematics
Computer Science
",,
"Colledge, M. M.",6603763576,9,"Medicine
",,
"Colledge, Malcolm",57225292656,1,"Social Sciences
Medicine
Economics, Econometrics and Finance
Psychology
",,
"Colling, Clive C.",56995151800,2,"Social Sciences
",,
"Collingham, Henry",57872224200,2,"Computer Science
",,
"Collins, Andrew",8072367800,48,"Social Sciences
Environmental Science
Earth and Planetary Sciences
Engineering
Economics, Econometrics and Finance
Medicine
Business, Management and Accounting
Psychology
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Collins, Anita",57208526198,1,"Engineering
",,
"Collins, Catherine",57215056255,1,"Medicine
Nursing
",,
"Collins, David",36869858800,44,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Decision Sciences
Psychology
Arts and Humanities
",0000-0002-8018-0245,
"Collins, Jackie",57193300719,1,"Social Sciences
Arts and Humanities
",,
"Collins, Tracy L.",58300165400,1,"Medicine
",,
"Collins, Tracy",56278389900,13,"Medicine
Social Sciences
Health Professions
Psychology
Arts and Humanities
Nursing
",,
"Collinsc, Andrew E.",56901462100,1,"Medicine
Immunology and Microbiology
",,
"Collis, B.",57157131900,1,"Nursing
",,
"Combrinck, Madeleine L.",57211567828,15,"Materials Science
Engineering
Mathematics
Physics and Astronomy
Energy
Chemical Engineering
Chemistry
Agricultural and Biological Sciences
",0000-0003-0729-581X,
"Combrink, M.",57219782137,1,"Engineering
",,
"Commane, Daniel Martin",25627329900,23,"Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
Nursing
Immunology and Microbiology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Chemical Engineering
Computer Science
",,
"Conchello, Alvaro",58164864500,1,"Engineering
Energy
Environmental Science
",,
"Conde Solares, Carlos",56867745100,1,"Arts and Humanities
",,
"Congy, Thibault",56938865200,10,"Physics and Astronomy
Mathematics
Engineering
Materials Science
",,
"Conlin, Marie Claire",57222248589,1,"Medicine
Psychology
",,
"Conner, Chris",55161625700,1,"Engineering
Social Sciences
",,
"Conner, Tony",57208817600,2,"Nursing
Medicine
Social Sciences
",,
"Conniss, Lynne R.",56538703500,3,"Computer Science
Medicine
Health Professions
Social Sciences
",,
"Connolly, Michael",57196547922,1,"Engineering
",,
"Connor, Chris John",55162036000,8,"Engineering
Social Sciences
Environmental Science
Computer Science
Business, Management and Accounting
Economics, Econometrics and Finance
Mathematics
Materials Science
Chemistry
",,
"Connor, Jackson",57193163416,1,"Engineering
Physics and Astronomy
Materials Science
",,
"Conroy-Dalton, Ruth",57204960259,8,"Psychology
Computer Science
Engineering
Neuroscience
Arts and Humanities
Medicine
Social Sciences
Earth and Planetary Sciences
Mathematics
",,
"Constantinou, Costas L.",56954574900,4,"Medicine
Nursing
Agricultural and Biological Sciences
Chemistry
",,
"Conte-Helm, Marie",6507952287,3,"Social Sciences
",,
"Conway, E. M.",7102459718,2,"Materials Science
Energy
Engineering
",,
"Cook, Clare",57204679431,4,"Medicine
Business, Management and Accounting
Social Sciences
Arts and Humanities
Dentistry
Psychology
",,
"Cook, Glenda",7401954651,54,"Medicine
Nursing
Social Sciences
Computer Science
Business, Management and Accounting
Mathematics
Psychology
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Earth and Planetary Sciences
Health Professions
Agricultural and Biological Sciences
",,
"Cook, Ian R.",23975406800,26,"Social Sciences
Environmental Science
Earth and Planetary Sciences
Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
Psychology
",,
"Cook, Jenny",7404184305,1,"",,
"Cook, Margaret",15843246300,6,"Medicine
Nursing
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Social Sciences
Computer Science
",,
"Cook, Margaret",57650591200,3,"Medicine
",,
"Cook, Paul",57734374100,2,"Business, Management and Accounting
Social Sciences
",,
"Cook, Richard",57194169038,1,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Cook, Tina",57220636038,4,"Social Sciences
Engineering
Mathematics
",,
"Cook, Tina",57224615134,1,"Psychology
Medicine
Nursing
",,
"Cooke, David A.",7202107202,8,"Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Immunology and Microbiology
",,
"Cookson, Jan",57204171574,1,"Social Sciences
",,
"Cookson, Sharon",57190738186,9,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",,
"Cookson, Sharon",57935383300,1,"Medicine
",,
"Coombs, Sophie",58081519000,1,"Social Sciences
",,
"Cooper, Bridget",7401623604,3,"Social Sciences
Engineering
",,
"Cooper, C. B.",7403318552,11,"Engineering
Energy
Social Sciences
",,
"Cooper, Christina",57197802603,2,"Medicine
Social Sciences
",,
"Cooper, Matthew",57224753912,1,"Nursing
",,
"Cooper, R. J.",57807266000,1,"Social Sciences
",,
"Cooper, R.",57190848965,1,"",,
"Cooper, R.",57216080238,1,"Social Sciences
",,
"Cooper, R. R.",7404337955,2,"Engineering
",,
"Cooper, Suzie",57350805700,1,"Social Sciences
",,
"Copeland, George",57214013833,1,"Engineering
",,
"Corden, Sarah",57219144054,1,"Biochemistry, Genetics and Molecular Biology
",,
"Corder, Karen",57916612800,1,"Medicine
Nursing
",,
"Cordier, Reinie",35168973500,175,"Medicine
Health Professions
Psychology
Social Sciences
Neuroscience
Biochemistry, Genetics and Molecular Biology
Nursing
Arts and Humanities
Agricultural and Biological Sciences
Immunology and Microbiology
Multidisciplinary
Engineering
",0000-0002-9906-5300,
"Cording, Helen",6506192448,3,"Nursing
Medicine
",,
"Core, Jane",57208190914,1,"Social Sciences
",,
"Cornelissen, Katri K.",56556707200,16,"Psychology
Medicine
Neuroscience
Social Sciences
Multidisciplinary
",,
"Cornelissen, Piers L.",36845675100,94,"Psychology
Medicine
Neuroscience
Agricultural and Biological Sciences
Social Sciences
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Health Professions
Multidisciplinary
Mathematics
Computer Science
Immunology and Microbiology
",0000-0002-2695-9581,
"Cornwell, Arrian A.D.",58197528500,1,"Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Corradi, Marco",57208079541,121,"Engineering
Materials Science
Arts and Humanities
Earth and Planetary Sciences
Computer Science
Physics and Astronomy
Environmental Science
Social Sciences
Mathematics
Chemical Engineering
Energy
Medicine
Agricultural and Biological Sciences
",0000-0003-3872-3303,
"Corradi, Marco",57966092100,2,"Engineering
Materials Science
",,
"Corulla, William J.",24346311400,10,"Psychology
Medicine
Nursing
",,
"Cosheril, Adam",57610915000,1,"Engineering
Social Sciences
",,
"Cossar, Jill A.",56089282200,11,"Social Sciences
Medicine
Psychology
",,
"Cosson, Jon",57208531430,2,"Engineering
",,
"Costa, Carolina",57214988214,1,"Engineering
Energy
Environmental Science
",,
"Costa, Sol Carolina",57206588937,7,"Energy
Engineering
Earth and Planetary Sciences
Environmental Science
",,
"Costa Pereira, Sol Carolina",57222301374,1,"Physics and Astronomy
Engineering
Chemical Engineering
",,
"Cotgreave, David",57192361573,1,"Business, Management and Accounting
Medicine
Economics, Econometrics and Finance
Psychology
",,
"Coulby, Graham",57217066321,10,"Medicine
Environmental Science
Engineering
Computer Science
Health Professions
Materials Science
Social Sciences
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",0000-0002-5970-864X,
"Coulson, Graham",7006168257,10,"Social Sciences
Business, Management and Accounting
Computer Science
Arts and Humanities
Engineering
Decision Sciences
",,
"Coulson, James",57222352251,1,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
",,
"Coultas, Ian W.",57168439600,1,"Social Sciences
Computer Science
",,
"Couper, R.",16554612300,2,"Materials Science
",,
"Couper, Ross",7005193417,1,"Engineering
Social Sciences
",,
"Couper, W. R D",36846278100,1,"Materials Science
",,
"Coutts, M. M.",57205989726,1,"Nursing
",,
"Cowan, Alexander",36891717100,15,"Arts and Humanities
Social Sciences
",,
"Cowell, Elaine S.",6603547751,1,"Psychology
",,
"Cowley, David",57807699500,6,"Social Sciences
",,
"Cowper, Gavin",57221531195,3,"Medicine
Health Professions
Agricultural and Biological Sciences
Nursing
",,
"Coxon, John C.",55834291800,42,"Earth and Planetary Sciences
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",0000-0002-0166-6854,
"Coyles, Andy",57190309663,2,"Social Sciences
",,
"Crabtree, And Ruth M.",57192204073,2,"Business, Management and Accounting
Social Sciences
Psychology
",,
"Crabtree, Ruth M.",56941477800,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Crabtree, Ruth",57896292500,2,"Social Sciences
",,
"Craddock, Kate",37041232300,19,"Arts and Humanities
Social Sciences
",,
"Craggs, Carolyn",6602538732,13,"Environmental Science
Materials Science
Energy
Engineering
Psychology
Medicine
Physics and Astronomy
Social Sciences
Chemistry
",,
"Craggs, S.",57215894106,1,"Medicine
Nursing
",,
"Craig, Michael",57818317900,1,"Medicine
",,
"Craig, Stephen",21233509700,4,"Medicine
Nursing
Health Professions
",,
"Crandall, Katy",56026652700,2,"Medicine
",,
"Crane, Suzanne",57664934900,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Crapper, Martin",7003307821,54,"Engineering
Environmental Science
Earth and Planetary Sciences
Chemical Engineering
Materials Science
Physics and Astronomy
Business, Management and Accounting
Chemistry
Mathematics
Social Sciences
Arts and Humanities
Energy
Agricultural and Biological Sciences
Medicine
Decision Sciences
Biochemistry, Genetics and Molecular Biology
",0000-0003-3842-7037,
"Craven, Richard",57531707000,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Crawshaw, Julie",57055455900,10,"Social Sciences
Arts and Humanities
Environmental Science
Earth and Planetary Sciences
Engineering
",0000-0003-1758-4156,
"Creaby-Attwood, Ann",57151224800,2,"Medicine
Psychology
Social Sciences
Nursing
",,
"Creasy, C.",6701435286,1,"Engineering
",,
"Creighton, James R.",24439222500,29,"Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Physics and Astronomy
Chemical Engineering
",,
"Crilley, Eilish Samantha",57216866053,5,"Medicine
Environmental Science
Social Sciences
",,
"Crilly, Michael",55511947300,7,"Energy
Social Sciences
Engineering
Environmental Science
Computer Science
Mathematics
Arts and Humanities
",,
"Crisp, Fiona",57190894063,2,"Arts and Humanities
Computer Science
Engineering
Social Sciences
",,
"Crispin, Denise J.",15740744800,2,"Agricultural and Biological Sciences
",,
"Critchley, Dick",7005824420,1,"Agricultural and Biological Sciences
",,
"Critchley, R. W.",6603698664,2,"Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Social Sciences
",,
"Critchley, R. W.",36860650300,1,"Environmental Science
Earth and Planetary Sciences
",,
"Croasdale, Robert",6507538881,8,"Mathematics
Social Sciences
Business, Management and Accounting
Nursing
Engineering
Decision Sciences
",,
"Croft, Emma",57221495740,1,"Social Sciences
",0000-0001-9353-8464,
"Crofts, Thomas",35229038600,36,"Social Sciences
Psychology
Medicine
Arts and Humanities
",0000-0002-4311-2665,
"Crosato, Luca",57331587100,2,"Computer Science
Mathematics
Engineering
",,
"Cross, Méire",57084528800,1,"Social Sciences
Arts and Humanities
",,
"Crossland, Shannon",58220929300,1,"Agricultural and Biological Sciences
Medicine
Nursing
",,
"Crouch, Sandra",16244496200,2,"Medicine
",,
"Croucher, D. J.",22999833800,3,"Physics and Astronomy
Engineering
",,
"Crown, Matthew R.",57328121000,10,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Medicine
Multidisciplinary
Mathematics
Computer Science
Environmental Science
",,
"Crowther, Elizabeth M.",6603632356,2,"Materials Science
Engineering
Agricultural and Biological Sciences
",,
"Crozier, Suzanne",11139913200,2,"Medicine
Social Sciences
Nursing
",,
"Cryant, R. A.",57214837011,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",,
"Cserne, Péter",55824794000,20,"Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Business, Management and Accounting
",0000-0002-4302-1931,
"Cucato, G. G.",24773450300,128,"Medicine
Nursing
Health Professions
Biochemistry, Genetics and Molecular Biology
Psychology
Multidisciplinary
Agricultural and Biological Sciences
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Social Sciences
",0000-0002-2060-8852,
"Cucato, Gabriel Grizzo",57850522700,1,"Medicine
",,
"Cuculescu, Mirela",6506066130,7,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Multidisciplinary
Environmental Science
Medicine
",,
"Cuculescu-Santana, Mirela",57221909037,2,"Agricultural and Biological Sciences
",,
"Culham, Stacey",55874771600,2,"Chemistry
",,
"Cummins, Amber M.",58287839700,1,"Medicine
Multidisciplinary
",,
"Currie, Lucy",57985231400,1,"Engineering
Social Sciences
",,
"Currie, Lucy",58104499900,1,"Social Sciences
",,
"Currie, Tammy Lee",57209242867,1,"Psychology
Social Sciences
",,
"Curry, Sam",57328087000,1,"Nursing
",,
"Curry, Stephanie",55897176700,1,"Business, Management and Accounting
Social Sciences
",,
"Curtis, Rhiannon",57209500917,1,"Multidisciplinary
",,
"Curtis, T. C.",57219891261,2,"Arts and Humanities
",,
"Cushing, Toby",56684862800,1,"Medicine
",,
"Cuthbertson, Lewis",57188653877,6,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Nursing
Environmental Science
Agricultural and Biological Sciences
",,
"Cutting, R.",55832122600,2,"Physics and Astronomy
Materials Science
Chemistry
",,
"Da Silva Ramos, Yvan",57208535237,1,"Engineering
",,
"Daadbin, Ali",6603449058,30,"Engineering
Materials Science
Physics and Astronomy
Computer Science
Energy
Arts and Humanities
Earth and Planetary Sciences
Social Sciences
Agricultural and Biological Sciences
Environmental Science
",,
"Dack, Rachael E.",57193932210,1,"Agricultural and Biological Sciences
Chemistry
",,
"Dadwal, Sumesh Singh",57099983800,12,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
Computer Science
Engineering
",0000-0002-2582-5493,
"Daȩbrowska, Ewa",56113103700,1,"Psychology
Arts and Humanities
Social Sciences
",,
"Dahabreh, Fares",57226831533,1,"Social Sciences
",,
"Dai, Xuewu",57921333200,2,"Engineering
Physics and Astronomy
Chemistry
Materials Science
",,
"Dala, Laurent N.",36620749800,73,"Engineering
Computer Science
Energy
Mathematics
Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Environmental Science
Chemical Engineering
Business, Management and Accounting
Medicine
Social Sciences
",0000-0001-5836-6994,
